job_id~job_title~company_name~company_location~pay_range~job_level~employment_type~job_posted_date~industry
3938008278~Data/ML Engineer~Raydiant~Ontario, Canada~~Entry level~Full-time~2024-08-07 16:58:54~Software Development
3919051337~Cloud Data Engineer~J&M Group~Toronto, Ontario, Canada~~Entry level~Contract~2024-05-16 17:14:18~IT Services and IT Consulting
3998837859~Cloud Admin/Developer~Apptoza Inc.~Greater Toronto Area, Canada~~Director~Temporary~2024-08-14 01:14:18~IT Services and IT Consulting
3818373803~Cloud Engineer - Azure Data Services~J&M Group~Toronto, Ontario, Canada~~Entry level~Full-time~2024-02-16 17:14:22~IT Services and IT Consulting
3967410413~Sr. ML Platform Engineer~Rakuten Rewards~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-31 17:14:22~Technology, Information and Internet
3962700008~Azure DevOps Engineer~KEV Group~Toronto, Ontario, Canada~~Entry level~Full-time~2024-07-15 17:14:24~Technology, Information and Internet
3901379587~DevOps Engineer (Remote)~Firmex~Toronto, Ontario, Canada~~Not Applicable~Full-time~2024-05-16 17:14:24~Software Development
3905173011~Azure Data Engineer~J&M Group~Toronto, Ontario, Canada~~Entry level~Contract~2024-05-16 17:14:25~IT Services and IT Consulting
3961719215~Azure DevOps Sr. Engineer~SN Cloud Solutions~Montreal, Quebec, Canada~~Mid-Senior level~Contract~2024-07-15 17:14:25~IT Services and IT Consulting
3931462442~Senior DevOps Engineer-Kubernetes-Canada~Zortech Solutions~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-06-15 17:14:26~Human Resources Services
3919051337~Cloud Data Engineer~J&M Group~Toronto, Ontario, Canada~~Entry level~Contract~2024-05-16 17:14:28~IT Services and IT Consulting
3998837859~Cloud Admin/Developer~Apptoza Inc.~Greater Toronto Area, Canada~~Director~Temporary~2024-08-14 01:14:28~IT Services and IT Consulting
3905976024~Senior Platform Engineer~Hour Consulting~Montreal, Quebec, Canada~~Mid-Senior level~Full-time~2024-04-16 17:14:29~Staffing and Recruiting
3996464602~Software Developer III, Google Cloud Platforms~Google~Waterloo, Ontario, Canada~~Not Applicable~Full-time~2024-08-13 17:14:32~Information Services and Technology, Information and Internet
3922481389~Cloud Data Engineers~J&M Group~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-06-15 17:14:33~IT Services and IT Consulting
3970435654~Data Platform Engineer~407 ETR~Woodbridge, Ontario, Canada~~Entry level~Full-time~2024-08-07 17:14:34~Truck Transportation
3960565731~Machine Learning Platform Engineer - 6 month contract~Compass Group~Mississauga, Ontario, Canada~~Mid-Senior level~Contract~2024-07-15 17:14:34~Food and Beverage Services
3990771052~DevOps Engineer~World Wide Technology~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-08-07 17:14:36~IT Services and IT Consulting and Banking
3859914199~Azure Data Engineer~J&M Group~Toronto, Ontario, Canada~~Entry level~Contract~2024-04-16 17:14:37~IT Services and IT Consulting
3984243937~Cloud and DevOps Developer~Intelliware~Toronto, Ontario, Canada~~Not Applicable~Full-time~2024-07-31 17:14:38~Business Consulting and Services
3919924261~Cloud Data Engineer~J&M Group~Toronto, Ontario, Canada~~Entry level~Contract~2024-05-16 17:14:39~IT Services and IT Consulting
3992943527~Cloud Engineer~Synechron~Montreal, Quebec, Canada~CA$125,000.00/yr - CA$130,000.00/yr~Mid-Senior level~Full-time~2024-08-07 17:14:41~Financial Services
3977823809~Cloud Engineer~Orion Innovation~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-17 17:14:42~IT Services and IT Consulting
3931462442~Senior DevOps Engineer-Kubernetes-Canada~Zortech Solutions~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-06-15 17:14:46~Human Resources Services
3905173011~Azure Data Engineer~J&M Group~Toronto, Ontario, Canada~~Entry level~Contract~2024-05-16 17:14:46~IT Services and IT Consulting
3919051337~Cloud Data Engineer~J&M Group~Toronto, Ontario, Canada~~Entry level~Contract~2024-05-16 17:14:47~IT Services and IT Consulting
3998837859~Cloud Admin/Developer~Apptoza Inc.~Greater Toronto Area, Canada~~Director~Temporary~2024-08-14 01:14:48~IT Services and IT Consulting
3905976024~Senior Platform Engineer~Hour Consulting~Montreal, Quebec, Canada~~Mid-Senior level~Full-time~2024-04-16 17:14:49~Staffing and Recruiting
3995526129~Azure Cloud Developper - DevOps~GIRO~Montreal, Quebec, Canada~~Entry level~Full-time~2024-08-08 17:14:49~Software Development
3997678290~Azure Data Engineer/SAS~COGNITO INC~Brampton, Ontario, Canada~~Mid-Senior level~Contract~2024-08-10 17:14:50~Telecommunications
3994517117~Cloud/data Engineer~J&M Group~Mississauga, Ontario, Canada~~Entry level~Contract~2024-08-07 17:14:51~IT Services and IT Consulting
3740934105~AI Developer – Azure Cognitive Services~Ward Technology Talent~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2023-11-18 17:14:52~IT Services and IT Consulting
3859913246~Azure Developer~J&M Group~Toronto, Ontario, Canada~~Entry level~Contract~2024-04-16 17:14:53~IT Services and IT Consulting
3905173011~Azure Data Engineer~J&M Group~Toronto, Ontario, Canada~~Entry level~Contract~2024-05-16 17:14:54~IT Services and IT Consulting
3919051337~Cloud Data Engineer~J&M Group~Toronto, Ontario, Canada~~Entry level~Contract~2024-05-16 17:14:55~IT Services and IT Consulting
3998837859~Cloud Admin/Developer~Apptoza Inc.~Greater Toronto Area, Canada~~Director~Temporary~2024-08-14 01:14:55~IT Services and IT Consulting
3905976024~Senior Platform Engineer~Hour Consulting~Montreal, Quebec, Canada~~Mid-Senior level~Full-time~2024-04-16 17:14:57~Staffing and Recruiting
3995526129~Azure Cloud Developper - DevOps~GIRO~Montreal, Quebec, Canada~~Entry level~Full-time~2024-08-08 17:14:59~Software Development
3997678290~Azure Data Engineer/SAS~COGNITO INC~Brampton, Ontario, Canada~~Mid-Senior level~Contract~2024-08-10 17:14:59~Telecommunications
3994517117~Cloud/data Engineer~J&M Group~Mississauga, Ontario, Canada~~Entry level~Contract~2024-08-07 17:15:00~IT Services and IT Consulting
3740934105~AI Developer – Azure Cognitive Services~Ward Technology Talent~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2023-11-18 17:15:01~IT Services and IT Consulting
3859913246~Azure Developer~J&M Group~Toronto, Ontario, Canada~~Entry level~Contract~2024-04-16 17:15:01~IT Services and IT Consulting
3888465362~AWS Devops Engineer-Infrastructure- Canada~Zortech Solutions~Toronto, Ontario, Canada~~Entry level~Full-time~2024-04-16 17:15:02~IT Services and IT Consulting
3922481389~Cloud Data Engineers~J&M Group~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-06-15 17:15:04~IT Services and IT Consulting
3970435654~Data Platform Engineer~407 ETR~Woodbridge, Ontario, Canada~~Entry level~Full-time~2024-08-07 17:15:07~Truck Transportation
3960565731~Machine Learning Platform Engineer - 6 month contract~Compass Group~Mississauga, Ontario, Canada~~Mid-Senior level~Contract~2024-07-15 17:15:08~Food and Beverage Services
3990771052~DevOps Engineer~World Wide Technology~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2024-08-07 17:15:08~IT Services and IT Consulting and Banking
3859914199~Azure Data Engineer~J&M Group~Toronto, Ontario, Canada~~Entry level~Contract~2024-04-16 17:15:09~IT Services and IT Consulting
3919924261~Cloud Data Engineer~J&M Group~Toronto, Ontario, Canada~~Entry level~Contract~2024-05-16 17:15:10~IT Services and IT Consulting
3992943527~Cloud Engineer~Synechron~Montreal, Quebec, Canada~CA$125,000.00/yr - CA$130,000.00/yr~Mid-Senior level~Full-time~2024-08-07 17:15:10~Financial Services
3977823809~Cloud Engineer~Orion Innovation~Ottawa, Ontario, Canada~~Mid-Senior level~Full-time~2024-07-17 17:15:12~IT Services and IT Consulting
3996911362~Cloud Systems Engineer I~WorkSafeBC~Richmond, British Columbia, Canada~~Entry level~Full-time~2024-08-13 17:15:13~Insurance
3993634185~Senior DevOps Engineer~Compri Consulting~Greater Toronto Area, Canada~~Mid-Senior level~Full-time~2024-08-08 17:15:13~IT Services and IT Consulting
3919051337~Cloud Data Engineer~J&M Group~Toronto, Ontario, Canada~~Entry level~Contract~2024-05-16 17:15:15~IT Services and IT Consulting
3998837859~Cloud Admin/Developer~Apptoza Inc.~Greater Toronto Area, Canada~~Director~Temporary~2024-08-14 01:15:15~IT Services and IT Consulting
3905976024~Senior Platform Engineer~Hour Consulting~Montreal, Quebec, Canada~~Mid-Senior level~Full-time~2024-04-16 17:15:16~Staffing and Recruiting
3995526129~Azure Cloud Developper - DevOps~GIRO~Montreal, Quebec, Canada~~Entry level~Full-time~2024-08-08 17:15:17~Software Development
3997678290~Azure Data Engineer/SAS~COGNITO INC~Brampton, Ontario, Canada~~Mid-Senior level~Contract~2024-08-10 17:15:17~Telecommunications
3995404767~RPT Devops Engineer~Compest Solutions Inc.~Toronto, Ontario, Canada~~Entry level~Contract~2024-08-10 17:15:18~IT Services and IT Consulting
3994517117~Cloud/data Engineer~J&M Group~Mississauga, Ontario, Canada~~Entry level~Contract~2024-08-07 17:15:19~IT Services and IT Consulting
3740934105~AI Developer – Azure Cognitive Services~Ward Technology Talent~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2023-11-18 17:15:19~IT Services and IT Consulting
3859913246~Azure Developer~J&M Group~Toronto, Ontario, Canada~~Entry level~Contract~2024-04-16 17:15:21~IT Services and IT Consulting
3888465362~AWS Devops Engineer-Infrastructure- Canada~Zortech Solutions~Toronto, Ontario, Canada~~Entry level~Full-time~2024-04-16 17:15:21~IT Services and IT Consulting
3998837859~Cloud Admin/Developer~Apptoza Inc.~Greater Toronto Area, Canada~~Director~Temporary~2024-08-14 01:15:23~IT Services and IT Consulting
3905976024~Senior Platform Engineer~Hour Consulting~Montreal, Quebec, Canada~~Mid-Senior level~Full-time~2024-04-16 17:15:23~Staffing and Recruiting
3995526129~Azure Cloud Developper - DevOps~GIRO~Montreal, Quebec, Canada~~Entry level~Full-time~2024-08-08 17:15:24~Software Development
3997678290~Azure Data Engineer/SAS~COGNITO INC~Brampton, Ontario, Canada~~Mid-Senior level~Contract~2024-08-10 17:15:24~Telecommunications
3995404767~RPT Devops Engineer~Compest Solutions Inc.~Toronto, Ontario, Canada~~Entry level~Contract~2024-08-10 17:15:25~IT Services and IT Consulting
3994517117~Cloud/data Engineer~J&M Group~Mississauga, Ontario, Canada~~Entry level~Contract~2024-08-07 17:15:26~IT Services and IT Consulting
3740934105~AI Developer – Azure Cognitive Services~Ward Technology Talent~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2023-11-18 17:15:27~IT Services and IT Consulting
3859913246~Azure Developer~J&M Group~Toronto, Ontario, Canada~~Entry level~Contract~2024-04-16 17:15:28~IT Services and IT Consulting
3888465362~AWS Devops Engineer-Infrastructure- Canada~Zortech Solutions~Toronto, Ontario, Canada~~Entry level~Full-time~2024-04-16 17:15:28~IT Services and IT Consulting
3998648176~Sr. DevOps Engineer I~Planview~Richmond Hill, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 21:15:29~Software Development
3859913246~Azure Developer~J&M Group~Toronto, Ontario, Canada~~Entry level~Contract~2024-04-16 17:15:31~IT Services and IT Consulting
3888465362~AWS Devops Engineer-Infrastructure- Canada~Zortech Solutions~Toronto, Ontario, Canada~~Entry level~Full-time~2024-04-16 17:15:33~IT Services and IT Consulting
3998648176~Sr. DevOps Engineer I~Planview~Richmond Hill, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 21:15:34~Software Development
3888464715~DevOps Developer- Canada~Zortech Solutions~Toronto, Ontario, Canada~~Entry level~Full-time~2024-04-16 17:15:35~IT Services and IT Consulting
3963961085~Google Cloud Developer~ClifyX~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-06-15 17:15:36~IT Services and IT Consulting
3977852913~Staff Data Engineer, AWS, Data Streaming (Contract)~MUFG Investor Services~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 17:15:38~Financial Services
3945736577~Senior Principal, Cloud Platform Engineer~Questrade Financial Group~North York, Ontario, Canada~~Director~Full-time~2024-08-14 15:15:39~Financial Services
3992190985~Cloud Developer, Officer~State Street~Toronto, Ontario, Canada~~Not Applicable~Full-time~2024-08-07 17:15:40~Financial Services, Investment Banking, and Investment Management
3932976055~DevOps Engineer~Sigmaways Inc~Toronto, Ontario, Canada~~Associate~Contract~2024-07-31 17:15:41~IT Services and IT Consulting and Computer and Network Security
3986738596~Cloud Infrastructure Engineer~LeverageTek IT Solutions~Greater Ottawa Metropolitan Area~~Associate~Full-time~2024-08-07 17:15:43~Banking
3997678290~Azure Data Engineer/SAS~COGNITO INC~Brampton, Ontario, Canada~~Mid-Senior level~Contract~2024-08-10 17:15:45~Telecommunications
3994517117~Cloud/data Engineer~J&M Group~Mississauga, Ontario, Canada~~Entry level~Contract~2024-08-07 17:15:46~IT Services and IT Consulting
3740934105~AI Developer – Azure Cognitive Services~Ward Technology Talent~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2023-11-18 17:15:47~IT Services and IT Consulting
3859913246~Azure Developer~J&M Group~Toronto, Ontario, Canada~~Entry level~Contract~2024-04-16 17:15:49~IT Services and IT Consulting
3888465362~AWS Devops Engineer-Infrastructure- Canada~Zortech Solutions~Toronto, Ontario, Canada~~Entry level~Full-time~2024-04-16 17:15:49~IT Services and IT Consulting
3998648176~Sr. DevOps Engineer I~Planview~Richmond Hill, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 21:15:51~Software Development
3888464715~DevOps Developer- Canada~Zortech Solutions~Toronto, Ontario, Canada~~Entry level~Full-time~2024-04-16 17:15:51~IT Services and IT Consulting
3963961085~Google Cloud Developer~ClifyX~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-06-15 17:15:52~IT Services and IT Consulting
3977852913~Staff Data Engineer, AWS, Data Streaming (Contract)~MUFG Investor Services~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 17:15:53~Financial Services
3945736577~Senior Principal, Cloud Platform Engineer~Questrade Financial Group~North York, Ontario, Canada~~Director~Full-time~2024-08-14 15:15:53~Financial Services
3905976024~Senior Platform Engineer~Hour Consulting~Montreal, Quebec, Canada~~Mid-Senior level~Full-time~2024-04-16 17:15:56~Staffing and Recruiting
3995526129~Azure Cloud Developper - DevOps~GIRO~Montreal, Quebec, Canada~~Entry level~Full-time~2024-08-08 17:15:57~Software Development
3997678290~Azure Data Engineer/SAS~COGNITO INC~Brampton, Ontario, Canada~~Mid-Senior level~Contract~2024-08-10 17:15:58~Telecommunications
3859913246~Azure Developer~J&M Group~Toronto, Ontario, Canada~~Entry level~Contract~2024-04-16 17:15:59~IT Services and IT Consulting
3740934105~AI Developer – Azure Cognitive Services~Ward Technology Talent~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2023-11-18 17:16:00~IT Services and IT Consulting
3888465362~AWS Devops Engineer-Infrastructure- Canada~Zortech Solutions~Toronto, Ontario, Canada~~Entry level~Full-time~2024-04-16 17:16:00~IT Services and IT Consulting
3998648176~Sr. DevOps Engineer I~Planview~Richmond Hill, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 21:16:01~Software Development
3888464715~DevOps Developer- Canada~Zortech Solutions~Toronto, Ontario, Canada~~Entry level~Full-time~2024-04-16 17:16:03~IT Services and IT Consulting
3963961085~Google Cloud Developer~ClifyX~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-06-15 17:16:04~IT Services and IT Consulting
3977852913~Staff Data Engineer, AWS, Data Streaming (Contract)~MUFG Investor Services~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 17:16:05~Financial Services
3995526129~Azure Cloud Developper - DevOps~GIRO~Montreal, Quebec, Canada~~Entry level~Full-time~2024-08-08 17:16:06~Software Development
3997678290~Azure Data Engineer/SAS~COGNITO INC~Brampton, Ontario, Canada~~Mid-Senior level~Contract~2024-08-10 17:16:09~Telecommunications
3859913246~Azure Developer~J&M Group~Toronto, Ontario, Canada~~Entry level~Contract~2024-04-16 17:16:10~IT Services and IT Consulting
3740934105~AI Developer – Azure Cognitive Services~Ward Technology Talent~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2023-11-18 17:16:11~IT Services and IT Consulting
3888465362~AWS Devops Engineer-Infrastructure- Canada~Zortech Solutions~Toronto, Ontario, Canada~~Entry level~Full-time~2024-04-16 17:16:11~IT Services and IT Consulting
3998648176~Sr. DevOps Engineer I~Planview~Richmond Hill, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 21:16:13~Software Development
3888464715~DevOps Developer- Canada~Zortech Solutions~Toronto, Ontario, Canada~~Entry level~Full-time~2024-04-16 17:16:14~IT Services and IT Consulting
3963961085~Google Cloud Developer~ClifyX~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-06-15 17:16:14~IT Services and IT Consulting
3977852913~Staff Data Engineer, AWS, Data Streaming (Contract)~MUFG Investor Services~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 17:16:15~Financial Services
3945736577~Senior Principal, Cloud Platform Engineer~Questrade Financial Group~North York, Ontario, Canada~~Director~Full-time~2024-08-14 15:16:16~Financial Services
3994517117~Cloud/data Engineer~J&M Group~Mississauga, Ontario, Canada~~Entry level~Contract~2024-08-07 17:16:17~IT Services and IT Consulting
3740934105~AI Developer – Azure Cognitive Services~Ward Technology Talent~Toronto, Ontario, Canada~~Mid-Senior level~Contract~2023-11-18 17:16:19~IT Services and IT Consulting
3859913246~Azure Developer~J&M Group~Toronto, Ontario, Canada~~Entry level~Contract~2024-04-16 17:16:20~IT Services and IT Consulting
3888465362~AWS Devops Engineer-Infrastructure- Canada~Zortech Solutions~Toronto, Ontario, Canada~~Entry level~Full-time~2024-04-16 17:16:20~IT Services and IT Consulting
3998648176~Sr. DevOps Engineer I~Planview~Richmond Hill, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 21:16:22~Software Development
3888464715~DevOps Developer- Canada~Zortech Solutions~Toronto, Ontario, Canada~~Entry level~Full-time~2024-04-16 17:16:23~IT Services and IT Consulting
3963961085~Google Cloud Developer~ClifyX~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-06-15 17:16:23~IT Services and IT Consulting
3977852913~Staff Data Engineer, AWS, Data Streaming (Contract)~MUFG Investor Services~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 17:16:27~Financial Services
3945736577~Senior Principal, Cloud Platform Engineer~Questrade Financial Group~North York, Ontario, Canada~~Director~Full-time~2024-08-14 15:16:28~Financial Services
3992190985~Cloud Developer, Officer~State Street~Toronto, Ontario, Canada~~Not Applicable~Full-time~2024-08-07 17:16:29~Financial Services, Investment Banking, and Investment Management
3888465362~AWS Devops Engineer-Infrastructure- Canada~Zortech Solutions~Toronto, Ontario, Canada~~Entry level~Full-time~2024-04-16 17:16:31~IT Services and IT Consulting
3998648176~Sr. DevOps Engineer I~Planview~Richmond Hill, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 21:16:32~Software Development
3888464715~DevOps Developer- Canada~Zortech Solutions~Toronto, Ontario, Canada~~Entry level~Full-time~2024-04-16 17:16:33~IT Services and IT Consulting
3963961085~Google Cloud Developer~ClifyX~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-06-15 17:16:34~IT Services and IT Consulting
3977852913~Staff Data Engineer, AWS, Data Streaming (Contract)~MUFG Investor Services~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-07 17:16:35~Financial Services
3945736577~Senior Principal, Cloud Platform Engineer~Questrade Financial Group~North York, Ontario, Canada~~Director~Full-time~2024-08-14 15:16:36~Financial Services
3999727933~DevOps Engineer~AdventInfotech~Toronto, Ontario, Canada~~Mid-Senior level~Full-time~2024-08-13 17:16:36~IT Services and IT Consulting and Software Development
3992190985~Cloud Developer, Officer~State Street~Toronto, Ontario, Canada~~Not Applicable~Full-time~2024-08-07 17:16:39~Financial Services, Investment Banking, and Investment Management
3932976055~DevOps Engineer~Sigmaways Inc~Toronto, Ontario, Canada~~Associate~Contract~2024-07-31 17:16:40~IT Services and IT Consulting and Computer and Network Security
3986738596~Cloud Infrastructure Engineer~LeverageTek IT Solutions~Greater Ottawa Metropolitan Area~~Associate~Full-time~2024-08-07 17:16:41~Banking
